dataset,seed,t,J,silhouette,margin,error,g,entanglement_proxy_E,delta_accuracy_vs_J0
Kuzushiji-MNIST,47,0.1,0.03,0.2687743805410314,0.421172718446955,0.22796147981744305,0.46198561917054326,0.3395022975203403,0.011005485970621483
Kuzushiji-MNIST,59,0.1,0.03,0.27023048380694736,0.42612598044573713,0.21011337929198703,0.48624308496069746,0.35662795241288003,0.012945077650118895
Kuzushiji-MNIST,11,0.1,0.06,0.26798831265764345,0.4298955174809346,0.21454352262187618,0.4833403075167019,0.37054215290880754,0.0063079187927891096
Kuzushiji-MNIST,23,0.1,0.06,0.2725781599998492,0.4187763393119835,0.21863484370963188,0.4727196556022008,0.38698373319919316,0.005199225078879658
Kuzushiji-MNIST,37,0.1,0.06,0.2760142733035859,0.4238501894988584,0.2183674337196743,0.48149702908277003,0.40628021736604497,0.009985282091650581
Kuzushiji-MNIST,47,0.1,0.06,0.27997938054103144,0.4367427184469549,0.22344647981744306,0.4932756191705433,0.3856422975203403,0.012481485970621485
Kuzushiji-MNIST,59,0.1,0.06,0.2814354838069474,0.44169598044573705,0.20559837929198704,0.5175330849606974,0.40276795241288005,0.014421077650118897
Kuzushiji-MNIST,11,0.1,0.1,0.2805483126576434,0.4481355174809346,0.2100635226218762,0.5186203075167019,0.4270221529088075,0.00793991879278911
Kuzushiji-MNIST,23,0.1,0.1,0.28513815999984915,0.4370163393119835,0.2141548437096319,0.5079996556022008,0.44346373319919313,0.006831225078879658
Kuzushiji-MNIST,37,0.1,0.1,0.28857427330358587,0.4420901894988584,0.2138874337196743,0.51677702908277,0.46276021736604495,0.01161728209165058
Kuzushiji-MNIST,47,0.1,0.1,0.2925393805410314,0.4549827184469549,0.21896647981744308,0.5285556191705432,0.44212229752034027,0.014113485970621484
Kuzushiji-MNIST,59,0.1,0.1,0.29399548380694734,0.4599359804457371,0.20111837929198706,0.5528130849606974,0.45924795241288,0.016053077650118895
Kuzushiji-MNIST,11,0.1,0.15,0.29242331265764343,0.4668855174809346,0.20693852262187618,0.5523703075167018,0.4895221529088075,0.009439918792789107
Kuzushiji-MNIST,23,0.1,0.15,0.2970131599998492,0.4557663393119835,0.21102984370963188,0.5417496556022008,0.5059637331991931,0.008331225078879656
Kuzushiji-MNIST,37,0.1,0.15,0.3004492733035859,0.4608401894988584,0.2107624337196743,0.55052702908277,0.525260217366045,0.013117282091650579
Kuzushiji-MNIST,47,0.1,0.15,0.3044143805410314,0.4737327184469549,0.21584147981744306,0.5623056191705433,0.5046222975203403,0.015613485970621482
Kuzushiji-MNIST,59,0.1,0.15,0.30587048380694737,0.47868598044573707,0.19799337929198704,0.5865630849606974,0.52174795241288,0.017553077650118896
Kuzushiji-MNIST,11,0.1,0.22,0.3019083126576434,0.48557551748093464,0.20718352262187617,0.5803003075167019,0.5619021529088075,0.010531918792789106
Kuzushiji-MNIST,23,0.1,0.22,0.30649815999984914,0.47445633931198355,0.21127484370963187,0.5696796556022008,0.5783437331991931,0.009423225078879655
Kuzushiji-MNIST,37,0.1,0.22,0.30993427330358586,0.47953018949885845,0.2110074337196743,0.57845702908277,0.597640217366045,0.014209282091650578
Kuzushiji-MNIST,47,0.1,0.22,0.3138993805410314,0.49242271844695495,0.21608647981744306,0.5902356191705433,0.5770022975203403,0.01670548597062148
Kuzushiji-MNIST,59,0.1,0.22,0.31535548380694733,0.4973759804457371,0.19823837929198704,0.6144930849606973,0.59412795241288,0.018645077650118892
Kuzushiji-MNIST,11,0.1,0.3,0.3025483126576434,0.49613551748093465,0.2140635226218762,0.5846203075167019,0.6230221529088076,0.010339918792789109
Kuzushiji-MNIST,23,0.1,0.3,0.30713815999984917,0.48501633931198357,0.2181548437096319,0.5739996556022009,0.6394637331991931,0.009231225078879657
Kuzushiji-MNIST,37,0.1,0.3,0.3105742733035859,0.49009018949885846,0.2178874337196743,0.5827770290827701,0.6587602173660451,0.01401728209165058
Kuzushiji-MNIST,47,0.1,0.3,0.3145393805410314,0.502982718446955,0.22296647981744308,0.5945556191705432,0.6381222975203403,0.016513485970621484
Kuzushiji-MNIST,59,0.1,0.3,0.31599548380694736,0.5079359804457372,0.20511837929198706,0.6188130849606974,0.65524795241288,0.018453077650118895
Kuzushiji-MNIST,11,0.1,0.4,0.28804831265764347,0.4931355174809346,0.23256352262187618,0.5486203075167019,0.6670221529088075,0.00793991879278911
Kuzushiji-MNIST,23,0.1,0.4,0.2926381599998492,0.4820163393119835,0.23665484370963188,0.5379996556022009,0.6834637331991931,0.006831225078879658
Kuzushiji-MNIST,37,0.1,0.4,0.29607427330358593,0.4870901894988584,0.2363874337196743,0.54677702908277,0.702760217366045,0.01161728209165058
Kuzushiji-MNIST,47,0.1,0.4,0.30003938054103146,0.4999827184469549,0.24146647981744307,0.5585556191705433,0.6821222975203403,0.014113485970621484
Kuzushiji-MNIST,59,0.1,0.4,0.3014954838069474,0.5049359804457371,0.22361837929198705,0.5828130849606974,0.69924795241288,0.016053077650118895
Kuzushiji-MNIST,11,0.25,0.0,0.2439147198807393,0.38987596495088667,0.22821529106417326,0.40557539376745266,0.2931962965453499,0.009656458900175418
Kuzushiji-MNIST,23,0.25,0.0,0.2596832834969274,0.412270913386484,0.22932911952679105,0.44262507735662027,0.30061335288456004,0.013560834777423151
Kuzushiji-MNIST,37,0.25,0.0,0.2666701099181194,0.40609287027343766,0.22493968859572086,0.4478232915958362,0.30198853142569687,0.00983012892835655
Kuzushiji-MNIST,47,0.25,0.0,0.2568009933876652,0.3824984069327967,0.22650750747228962,0.4127918928481723,0.2917093725040105,0.011545779946658735
Kuzushiji-MNIST,59,0.25,0.0,0.24308294674399905,0.4087451055260189,0.22384222453114108,0.42798582773887683,0.2877351266786506,0.011976030816640936
Kuzushiji-MNIST,11,0.25,0.03,0.25664971988073926,0.4070659649508867,0.22271029106417325,0.4410053937674526,0.3425762965453499,0.011348458900175417
Kuzushiji-MNIST,23,0.25,0.03,0.27241828349692737,0.429460913386484,0.22382411952679104,0.47805507735662034,0.34999335288456,0.01525283477742315
Kuzushiji-MNIST,37,0.25,0.03,0.2794051099181194,0.4232828702734377,0.21943468859572085,0.48325329159583624,0.35136853142569685,0.01152212892835655
Kuzushiji-MNIST,47,0.25,0.03,0.2695359933876652,0.3996884069327967,0.2210025074722896,0.4482218928481723,0.3410893725040105,0.013237779946658734
Kuzushiji-MNIST,59,0.25,0.03,0.25581794674399905,0.42593510552601893,0.21833722453114107,0.46341582773887685,0.33711512667865057,0.013668030816640935
Kuzushiji-MNIST,11,0.25,0.06,0.2678547198807393,0.4226359649508866,0.21819529106417326,0.47229539376745266,0.3887162965453499,0.012824458900175419
Kuzushiji-MNIST,23,0.25,0.06,0.2836232834969274,0.44503091338648393,0.21930911952679105,0.5093450773566202,0.39613335288456003,0.01672883477742315
Kuzushiji-MNIST,37,0.25,0.06,0.2906101099181194,0.4388528702734376,0.21491968859572086,0.5145432915958362,0.39750853142569686,0.01299812892835655
Kuzushiji-MNIST,47,0.25,0.06,0.2807409933876652,0.4152584069327966,0.21648750747228962,0.4795118928481722,0.3872293725040105,0.014713779946658736
Kuzushiji-MNIST,59,0.25,0.06,0.26702294674399907,0.44150510552601885,0.21382222453114108,0.49470582773887684,0.3832551266786506,0.015144030816640936
Kuzushiji-MNIST,11,0.25,0.1,0.28041471988073924,0.44087596495088666,0.21371529106417328,0.5075753937674525,0.44519629654534987,0.014456458900175419
Kuzushiji-MNIST,23,0.25,0.1,0.29618328349692735,0.46327091338648396,0.21482911952679107,0.5446250773566202,0.45261335288456,0.018360834777423153
Kuzushiji-MNIST,37,0.25,0.1,0.3031701099181194,0.45709287027343765,0.21043968859572088,0.5498232915958361,0.45398853142569684,0.01463012892835655
Kuzushiji-MNIST,47,0.25,0.1,0.2933009933876652,0.4334984069327966,0.21200750747228964,0.5147918928481723,0.4437093725040105,0.016345779946658735
Kuzushiji-MNIST,59,0.25,0.1,0.27958294674399903,0.4597451055260189,0.2093422245311411,0.5299858277388767,0.43973512667865056,0.016776030816640936
Kuzushiji-MNIST,11,0.25,0.15,0.29228971988073926,0.45962596495088665,0.21059029106417326,0.5413253937674527,0.5076962965453499,0.015956458900175417
Kuzushiji-MNIST,23,0.25,0.15,0.3080582834969274,0.48202091338648395,0.21170411952679105,0.5783750773566203,0.5151133528845601,0.01986083477742315
Kuzushiji-MNIST,37,0.25,0.15,0.3150451099181194,0.47584287027343763,0.20731468859572086,0.5835732915958362,0.5164885314256968,0.01613012892835655
Kuzushiji-MNIST,47,0.25,0.15,0.3051759933876652,0.45224840693279666,0.20888250747228962,0.5485418928481722,0.5062093725040105,0.017845779946658733
Kuzushiji-MNIST,59,0.25,0.15,0.29145794674399905,0.47849510552601887,0.20621722453114108,0.5637358277388769,0.5022351266786506,0.018276030816640934
Kuzushiji-MNIST,11,0.25,0.22,0.30177471988073923,0.4783159649508867,0.21083529106417326,0.5692553937674527,0.5800762965453499,0.017048458900175416
Kuzushiji-MNIST,23,0.25,0.22,0.31754328349692734,0.500710913386484,0.21194911952679105,0.6063050773566203,0.5874933528845601,0.02095283477742315
Kuzushiji-MNIST,37,0.25,0.22,0.32453010991811937,0.4945328702734377,0.20755968859572085,0.6115032915958362,0.5888685314256968,0.017222128928356548
Kuzushiji-MNIST,47,0.25,0.22,0.3146609933876652,0.47093840693279665,0.20912750747228961,0.5764718928481722,0.5785893725040105,0.018937779946658732
Kuzushiji-MNIST,59,0.25,0.22,0.300942946743999,0.4971851055260189,0.20646222453114108,0.5916658277388769,0.5746151266786506,0.019368030816640933
Kuzushiji-MNIST,11,0.25,0.3,0.30241471988073926,0.4888759649508867,0.21771529106417328,0.5735753937674526,0.6411962965453499,0.016856458900175418
Kuzushiji-MNIST,23,0.25,0.3,0.31818328349692737,0.511270913386484,0.21882911952679107,0.6106250773566203,0.6486133528845601,0.020760834777423152
Kuzushiji-MNIST,37,0.25,0.3,0.3251701099181194,0.5050928702734377,0.21443968859572088,0.6158232915958362,0.6499885314256969,0.01703012892835655
Kuzushiji-MNIST,47,0.25,0.3,0.3153009933876652,0.48149840693279666,0.21600750747228964,0.5807918928481723,0.6397093725040106,0.018745779946658735
Kuzushiji-MNIST,59,0.25,0.3,0.30158294674399905,0.5077451055260189,0.2133422245311411,0.5959858277388768,0.6357351266786506,0.019176030816640936
Kuzushiji-MNIST,11,0.25,0.4,0.2879147198807393,0.48587596495088664,0.23621529106417327,0.5375753937674527,0.6851962965453499,0.014456458900175419
Kuzushiji-MNIST,23,0.25,0.4,0.3036832834969274,0.508270913386484,0.23732911952679106,0.5746250773566204,0.69261335288456,0.018360834777423153
Kuzushiji-MNIST,37,0.25,0.4,0.31067010991811944,0.5020928702734376,0.23293968859572087,0.5798232915958361,0.6939885314256968,0.01463012892835655
Kuzushiji-MNIST,47,0.25,0.4,0.30080099338766525,0.47849840693279666,0.23450750747228963,0.5447918928481722,0.6837093725040105,0.016345779946658735
Kuzushiji-MNIST,59,0.25,0.4,0.2870829467439991,0.5047451055260188,0.2318422245311411,0.5599858277388767,0.6797351266786505,0.016776030816640936
Kuzushiji-MNIST,11,0.5,0.0,0.2718713277349652,0.38705568747207525,0.23171253436453043,0.42721448084251,0.30214404439878906,0.007819151594236795
Kuzushiji-MNIST,23,0.5,0.0,0.24732080483364122,0.38687548804099037,0.2117389579951009,0.42245733487953074,0.2923024620174875,0.009928405749696102
Kuzushiji-MNIST,37,0.5,0.0,0.2861677057604861,0.4112728835481778,0.23030993177635883,0.4671306575323051,0.3008831124499729,0.010171864376739169
Kuzushiji-MNIST,47,0.5,0.0,0.273884288351168,0.43311361576567176,0.21704923727302328,0.48994866684381644,0.3055914623110421,-0.00049285213393707
Kuzushiji-MNIST,59,0.5,0.0,0.26615166022238934,0.3905477020097154,0.2373316100405976,0.41936775219150707,0.3061299068043475,0.011735910663703976
Kuzushiji-MNIST,11,0.5,0.03,0.2846063277349652,0.4042456874720753,0.22620753436453042,0.4626444808425101,0.35152404439878904,0.009511151594236794
Kuzushiji-MNIST,23,0.5,0.03,0.2600558048336412,0.4040654880409904,0.20623395799510089,0.4578873348795307,0.3416824620174875,0.0116204057496961
Kuzushiji-MNIST,37,0.5,0.03,0.2989027057604861,0.42846288354817785,0.22480493177635882,0.502560657532305,0.3502631124499729,0.011863864376739168
Kuzushiji-MNIST,47,0.5,0.03,0.286619288351168,0.4503036157656718,0.21154423727302324,0.5253786668438165,0.3549714623110421,0.001199147866062929
Kuzushiji-MNIST,59,0.5,0.03,0.27888666022238934,0.40773770200971543,0.2318266100405976,0.4547977521915072,0.35550990680434746,0.013427910663703975
Kuzushiji-MNIST,11,0.5,0.06,0.2958113277349652,0.4198156874720752,0.22169253436453043,0.49393448084251,0.39766404439878905,0.010987151594236796
Kuzushiji-MNIST,23,0.5,0.06,0.27126080483364123,0.4196354880409904,0.2017189579951009,0.48917733487953075,0.3878224620174875,0.013096405749696102
Kuzushiji-MNIST,37,0.5,0.06,0.31010770576048613,0.44403288354817777,0.22028993177635883,0.5338506575323051,0.3964031124499729,0.01333986437673917
Kuzushiji-MNIST,47,0.5,0.06,0.29782428835116803,0.4658736157656717,0.20702923727302325,0.5566686668438164,0.4011114623110421,0.0026751478660629307
Kuzushiji-MNIST,59,0.5,0.06,0.29009166022238936,0.42330770200971535,0.2273116100405976,0.486087752191507,0.4016499068043475,0.014903910663703977
Kuzushiji-MNIST,11,0.5,0.1,0.3083713277349652,0.43805568747207524,0.21721253436453045,0.52921448084251,0.454144044398789,0.012619151594236796
Kuzushiji-MNIST,23,0.5,0.1,0.2838208048336412,0.4378754880409904,0.1972389579951009,0.5244573348795306,0.44430246201748747,0.014728405749696102
Kuzushiji-MNIST,37,0.5,0.1,0.3226677057604861,0.4622728835481778,0.21580993177635885,0.569130657532305,0.45288311244997287,0.014971864376739169
Kuzushiji-MNIST,47,0.5,0.1,0.310384288351168,0.48411361576567175,0.20254923727302326,0.5919486668438165,0.4575914623110421,0.0043071478660629305
Kuzushiji-MNIST,59,0.5,0.1,0.3026516602223893,0.4415477020097154,0.22283161004059762,0.5213677521915071,0.45812990680434745,0.016535910663703975
Kuzushiji-MNIST,11,0.5,0.15,0.3202463277349652,0.45680568747207523,0.21408753436453043,0.5629644808425099,0.516644044398789,0.014119151594236793
Kuzushiji-MNIST,23,0.5,0.15,0.2956958048336412,0.45662548804099035,0.1941139579951009,0.5582073348795307,0.5068024620174875,0.016228405749696098
Kuzushiji-MNIST,37,0.5,0.15,0.3345427057604861,0.4810228835481778,0.21268493177635883,0.6028806575323051,0.5153831124499728,0.016471864376739167
Kuzushiji-MNIST,47,0.5,0.15,0.322259288351168,0.5028636157656717,0.19942423727302327,0.6256986668438165,0.5200914623110421,0.005807147866062928
Kuzushiji-MNIST,59,0.5,0.15,0.31452666022238934,0.46029770200971537,0.2197066100405976,0.5551177521915072,0.5206299068043475,0.018035910663703972
Kuzushiji-MNIST,11,0.5,0.22,0.32973132773496516,0.47549568747207527,0.21433253436453042,0.5908944808425101,0.589024044398789,0.015211151594236793
Kuzushiji-MNIST,23,0.5,0.22,0.3051808048336412,0.47531548804099044,0.1943589579951009,0.5861373348795307,0.5791824620174875,0.017320405749696097
Kuzushiji-MNIST,37,0.5,0.22,0.3440277057604861,0.49971288354817783,0.21292993177635883,0.6308106575323051,0.5877631124499728,0.017563864376739166
Kuzushiji-MNIST,47,0.5,0.22,0.331744288351168,0.5215536157656717,0.19966923727302327,0.6536286668438165,0.5924714623110421,0.0068991478660629275
Kuzushiji-MNIST,59,0.5,0.22,0.3240116602223893,0.4789877020097154,0.2199516100405976,0.5830477521915072,0.5930099068043475,0.01912791066370397
Kuzushiji-MNIST,11,0.5,0.3,0.3303713277349652,0.4860556874720753,0.22121253436453045,0.59521448084251,0.650144044398789,0.015019151594236795
Kuzushiji-MNIST,23,0.5,0.3,0.3058208048336412,0.48587548804099046,0.20123895799510091,0.5904573348795307,0.6403024620174875,0.0171284057496961
Kuzushiji-MNIST,37,0.5,0.3,0.3446677057604861,0.5102728835481779,0.21980993177635885,0.6351306575323051,0.6488831124499729,0.01737186437673917
Kuzushiji-MNIST,47,0.5,0.3,0.332384288351168,0.5321136157656718,0.20654923727302327,0.6579486668438166,0.6535914623110421,0.00670714786606293
Kuzushiji-MNIST,59,0.5,0.3,0.32465166022238934,0.4895477020097154,0.22683161004059763,0.5873677521915072,0.6541299068043476,0.018935910663703974
Kuzushiji-MNIST,11,0.5,0.4,0.31587132773496523,0.48305568747207517,0.23971253436453044,0.55921448084251,0.694144044398789,0.012619151594236796
Kuzushiji-MNIST,23,0.5,0.4,0.29132080483364126,0.48287548804099034,0.2197389579951009,0.5544573348795306,0.6843024620174875,0.014728405749696102
Kuzushiji-MNIST,37,0.5,0.4,0.33016770576048615,0.5072728835481778,0.23830993177635884,0.5991306575323051,0.6928831124499728,0.014971864376739169
Kuzushiji-MNIST,47,0.5,0.4,0.31788428835116805,0.5291136157656717,0.22504923727302328,0.6219486668438166,0.6975914623110421,0.0043071478660629305
Kuzushiji-MNIST,59,0.5,0.4,0.3101516602223894,0.4865477020097153,0.24533161004059761,0.551367752191507,0.6981299068043475,0.016535910663703975
Kuzushiji-MNIST,11,0.75,0.0,0.27364614306675494,0.41512079547529146,0.2153396433341578,0.4734272952078886,0.26174340967504645,0.009430548383583547
Kuzushiji-MNIST,23,0.75,0.0,0.2577523487361778,0.3950390205987055,0.21740995503416324,0.43538141430071997,0.2863687064362393,0.01634186032602146
Kuzushiji-MNIST,37,0.75,0.0,0.26424576981738296,0.4099796071823352,0.2189791115212282,0.45524626547849,0.3829898684818604,0.014573962841620214
Kuzushiji-MNIST,47,0.75,0.0,0.253773233184118,0.414469974573853,0.2244425704431725,0.44380063731479846,0.2783839043773947,0.012354951811487302
Kuzushiji-MNIST,59,0.75,0.0,0.2672345851833228,0.421075096352967,0.2358533470699745,0.4524563344663154,0.27329914401934063,0.007572053528034192
Kuzushiji-MNIST,11,0.75,0.03,0.28638114306675494,0.4323107954752915,0.2098346433341578,0.5088572952078887,0.3111234096750464,0.011122548383583546
Kuzushiji-MNIST,23,0.75,0.03,0.2704873487361778,0.41222902059870553,0.21190495503416323,0.4708114143007201,0.3357487064362393,0.01803386032602146
Kuzushiji-MNIST,37,0.75,0.03,0.27698076981738295,0.42716960718233526,0.2134741115212282,0.49067626547848997,0.4323698684818604,0.016265962841620213
Kuzushiji-MNIST,47,0.75,0.03,0.266508233184118,0.431659974573853,0.2189375704431725,0.4792306373147984,0.32776390437739467,0.014046951811487301
Kuzushiji-MNIST,59,0.75,0.03,0.2799695851833228,0.43826509635296707,0.23034834706997448,0.4878863344663154,0.3226791440193406,0.00926405352803419
Kuzushiji-MNIST,11,0.75,0.06,0.29758614306675496,0.4478807954752914,0.2053196433341578,0.5401472952078885,0.35726340967504644,0.012598548383583548
Kuzushiji-MNIST,23,0.75,0.06,0.2816923487361778,0.42779902059870545,0.20738995503416324,0.50210141430072,0.3818887064362393,0.01950986032602146
Kuzushiji-MNIST,37,0.75,0.06,0.288185769817383,0.4427396071823352,0.2089591115212282,0.52196626547849,0.4785098684818604,0.017741962841620215
Kuzushiji-MNIST,47,0.75,0.06,0.277713233184118,0.44722997457385294,0.2144225704431725,0.5105206373147985,0.3739039043773947,0.015522951811487303
Kuzushiji-MNIST,59,0.75,0.06,0.29117458518332284,0.453835096352967,0.2258333470699745,0.5191763344663154,0.36881914401934063,0.010740053528034192
Kuzushiji-MNIST,11,0.75,0.1,0.3101461430667549,0.46612079547529145,0.20083964333415782,0.5754272952078886,0.4137434096750464,0.014230548383583548
Kuzushiji-MNIST,23,0.75,0.1,0.2942523487361778,0.4460390205987055,0.20290995503416326,0.5373814143007201,0.43836870643623926,0.021141860326021458
Kuzushiji-MNIST,37,0.75,0.1,0.30074576981738294,0.4609796071823352,0.20447911152122822,0.5572462654784899,0.5349898684818604,0.019373962841620213
Kuzushiji-MNIST,47,0.75,0.1,0.29027323318411796,0.465469974573853,0.20994257044317252,0.5458006373147983,0.43038390437739465,0.017154951811487303
Kuzushiji-MNIST,59,0.75,0.1,0.3037345851833228,0.472075096352967,0.2213533470699745,0.5544563344663154,0.4252991440193406,0.012372053528034194
Kuzushiji-MNIST,11,0.75,0.15,0.32202114306675494,0.48487079547529144,0.1977146433341578,0.6091772952078885,0.4762434096750464,0.015730548383583544
Kuzushiji-MNIST,23,0.75,0.15,0.3061273487361778,0.46478902059870547,0.19978495503416324,0.57113141430072,0.5008687064362393,0.022641860326021456
Kuzushiji-MNIST,37,0.75,0.15,0.31262076981738296,0.4797296071823352,0.2013541115212282,0.59099626547849,0.5974898684818604,0.02087396284162021
Kuzushiji-MNIST,47,0.75,0.15,0.302148233184118,0.48421997457385296,0.2068175704431725,0.5795506373147985,0.49288390437739465,0.0186549518114873
Kuzushiji-MNIST,59,0.75,0.15,0.3156095851833228,0.490825096352967,0.2182283470699745,0.5882063344663153,0.4877991440193406,0.013872053528034192
Kuzushiji-MNIST,11,0.75,0.22,0.3315061430667549,0.5035607954752915,0.1979596433341578,0.6371072952078886,0.5486234096750464,0.016822548383583543
Kuzushiji-MNIST,23,0.75,0.22,0.3156123487361778,0.4834790205987055,0.20002995503416324,0.5990614143007201,0.5732487064362393,0.023733860326021455
Kuzushiji-MNIST,37,0.75,0.22,0.3221057698173829,0.49841960718233524,0.2015991115212282,0.61892626547849,0.6698698684818604,0.02196596284162021
Kuzushiji-MNIST,47,0.75,0.22,0.31163323318411795,0.502909974573853,0.2070625704431725,0.6074806373147985,0.5652639043773946,0.0197469518114873
Kuzushiji-MNIST,59,0.75,0.22,0.3250945851833228,0.509515096352967,0.21847334706997448,0.6161363344663153,0.5601791440193405,0.01496405352803419
Kuzushiji-MNIST,11,0.75,0.3,0.33214614306675494,0.5141207954752915,0.20483964333415783,0.6414272952078887,0.6097434096750465,0.016630548383583545
Kuzushiji-MNIST,23,0.75,0.3,0.3162523487361778,0.4940390205987056,0.20690995503416326,0.6033814143007201,0.6343687064362393,0.023541860326021458
Kuzushiji-MNIST,37,0.75,0.3,0.32274576981738295,0.5089796071823353,0.20847911152122822,0.6232462654784899,0.7309898684818604,0.021773962841620212
Kuzushiji-MNIST,47,0.75,0.3,0.312273233184118,0.513469974573853,0.21394257044317253,0.6118006373147984,0.6263839043773947,0.019554951811487302
Kuzushiji-MNIST,59,0.75,0.3,0.3257345851833228,0.5200750963529671,0.2253533470699745,0.6204563344663154,0.6212991440193406,0.014772053528034193
Kuzushiji-MNIST,11,0.75,0.4,0.317646143066755,0.5111207954752914,0.22333964333415782,0.6054272952078886,0.6537434096750464,0.014230548383583548
Kuzushiji-MNIST,23,0.75,0.4,0.30175234873617784,0.49103902059870547,0.22540995503416325,0.5673814143007201,0.6783687064362393,0.021141860326021458
Kuzushiji-MNIST,37,0.75,0.4,0.308245769817383,0.5059796071823351,0.2269791115212282,0.5872462654784899,0.7749898684818604,0.019373962841620213
Kuzushiji-MNIST,47,0.75,0.4,0.297773233184118,0.5104699745738529,0.2324425704431725,0.5758006373147984,0.6703839043773946,0.017154951811487303
Kuzushiji-MNIST,59,0.75,0.4,0.31123458518332286,0.517075096352967,0.2438533470699745,0.5844563344663153,0.6652991440193405,0.012372053528034194
Kuzushiji-MNIST,11,1.0,0.0,0.27073231099899425,0.393459916866049,0.22769480924058888,0.4364974186244543,0.281815287097995,0.010504328416784055
Kuzushiji-MNIST,23,1.0,0.0,0.2845619549966324,0.40661126810861636,0.22336468559137415,0.46780853751387463,0.29865171030968557,0.008891885655038878
Kuzushiji-MNIST,37,1.0,0.0,0.2803826822283042,0.4206872372312556,0.2188980326521129,0.4821718868074468,0.27221331118134,0.020080474741943553
Kuzushiji-MNIST,47,1.0,0.0,0.27542563096638595,0.41205888941297725,0.21243278308016794,0.4750517372991952,0.2955942975225004,0.00573041378313492
Kuzushiji-MNIST,59,1.0,0.0,0.29061720196191865,0.40366552437612346,0.23284492122717085,0.4614378051108713,0.3101579931262952,0.010080164055225443
Kuzushiji-MNIST,11,1.0,0.03,0.2834673109989942,0.410649916866049,0.22218980924058887,0.4719274186244543,0.331195287097995,0.012196328416784055
Kuzushiji-MNIST,23,1.0,0.03,0.29729695499663233,0.4238012681086164,0.21785968559137414,0.5032385375138746,0.34803171030968555,0.010583885655038877
Kuzushiji-MNIST,37,1.0,0.03,0.29311768222830414,0.43787723723125566,0.2133930326521129,0.5176018868074468,0.32159331118134,0.02177247474194355
Kuzushiji-MNIST,47,1.0,0.03,0.2881606309663859,0.4292488894129773,0.20692778308016793,0.5104817372991952,0.34497429752250036,0.007422413783134919
Kuzushiji-MNIST,59,1.0,0.03,0.3033522019619186,0.4208555243761235,0.22733992122717084,0.49686780511087125,0.3595379931262952,0.011772164055225442
Kuzushiji-MNIST,11,1.0,0.06,0.2946723109989942,0.42621991686604893,0.21767480924058888,0.5032174186244542,0.377335287097995,0.013672328416784056
Kuzushiji-MNIST,23,1.0,0.06,0.30850195499663235,0.43937126810861626,0.21334468559137415,0.5345285375138744,0.39417171030968556,0.012059885655038878
Kuzushiji-MNIST,37,1.0,0.06,0.30432268222830416,0.4534472372312556,0.2088780326521129,0.5488918868074468,0.36773331118134,0.023248474741943553
Kuzushiji-MNIST,47,1.0,0.06,0.2993656309663859,0.4448188894129772,0.20241278308016794,0.5417717372991951,0.3911142975225004,0.00889841378313492
Kuzushiji-MNIST,59,1.0,0.06,0.3145572019619186,0.4364255243761234,0.22282492122717085,0.5281578051108711,0.4056779931262952,0.013248164055225444
Kuzushiji-MNIST,11,1.0,0.1,0.30723231099899423,0.44445991686604897,0.2131948092405889,0.5384974186244543,0.433815287097995,0.015304328416784056
Kuzushiji-MNIST,23,1.0,0.1,0.32106195499663237,0.4576112681086163,0.20886468559137417,0.5698085375138745,0.45065171030968554,0.013691885655038878
Kuzushiji-MNIST,37,1.0,0.1,0.3168826822283042,0.4716872372312556,0.20439803265211293,0.5841718868074468,0.42421331118134,0.024880474741943555
Kuzushiji-MNIST,47,1.0,0.1,0.3119256309663859,0.46305888941297724,0.19793278308016796,0.5770517372991952,0.44759429752250035,0.01053041378313492
Kuzushiji-MNIST,59,1.0,0.1,0.3271172019619186,0.45466552437612345,0.21834492122717086,0.5634378051108713,0.4621579931262952,0.014880164055225444
Kuzushiji-MNIST,11,1.0,0.15,0.3191073109989942,0.46320991686604895,0.21006980924058888,0.5722474186244544,0.496315287097995,0.016804328416784052
Kuzushiji-MNIST,23,1.0,0.15,0.33293695499663234,0.47636126810861634,0.20573968559137415,0.6035585375138746,0.5131517103096855,0.015191885655038876
Kuzushiji-MNIST,37,1.0,0.15,0.32875768222830415,0.4904372372312556,0.2012730326521129,0.6179218868074469,0.48671331118134,0.02638047474194355
Kuzushiji-MNIST,47,1.0,0.15,0.3238006309663859,0.4818088894129772,0.19480778308016794,0.6108017372991952,0.5100942975225004,0.012030413783134918
Kuzushiji-MNIST,59,1.0,0.15,0.3389922019619186,0.47341552437612344,0.21521992122717085,0.5971878051108712,0.5246579931262952,0.01638016405522544
Kuzushiji-MNIST,11,1.0,0.22,0.32859231099899416,0.48189991686604894,0.21031480924058887,0.6001774186244542,0.568695287097995,0.01789632841678405
Kuzushiji-MNIST,23,1.0,0.22,0.3424219549966323,0.4950512681086163,0.20598468559137414,0.6314885375138745,0.5855317103096855,0.016283885655038875
Kuzushiji-MNIST,37,1.0,0.22,0.3382426822283041,0.5091272372312556,0.2015180326521129,0.6458518868074469,0.55909331118134,0.027472474741943552
Kuzushiji-MNIST,47,1.0,0.22,0.33328563096638586,0.5004988894129772,0.19505278308016794,0.6387317372991951,0.5824742975225004,0.013122413783134917
Kuzushiji-MNIST,59,1.0,0.22,0.34847720196191856,0.4921055243761234,0.21546492122717084,0.6251178051108711,0.5970379931262952,0.01747216405522544
